Gran Titration Data Report - Nielsen Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sample ID,,,,,,,,,,,Name,,,,,Result,,,,,,,,,State,,,,
,242,,,,1.6000,,,,,,,269.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,269.4,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,248,,,,1.6400,,,,,,,269.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,251,,,,1.6600,,,,,,,269.9,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,254,,,,1.6800,,,,,,,270.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,257,,,,1.7000,,,,,,,270.4,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,260,,,,1.7200,,,,,,,270.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,270.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,271.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,269,,,,1.7800,,,,,,,271.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,271.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,271.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,278,,,,1.8400,,,,,,,271.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,272.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,272.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,272.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,290,,,,1.9200,,,,,,,272.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,272.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,296,,,,1.9600,,,,,,,273.1,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,299,,,,1.9800,,,,,,,273.2,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,302,,,,2.0000,,,,,,,273.5,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,305,,,,2.0200,,,,,,,273.6,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,308,,,,2.0400,,,,,,,273.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,274.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,274.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,274.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,274.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,323,,,,2.1400,,,,,,,274.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,326,,,,2.1600,,,,,,,274.9,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,329,,,,2.1800,,,,,,,275.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,332,,,,2.2000,,,,,,,275.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,335,,,,2.2200,,,,,,,275.5,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,338,,,,2.2400,,,,,,,275.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,275.8,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,344,,,,2.2800,,,,,,,276.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,347,,,,2.3000,,,,,,,276.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,276.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,353,,,,2.3400,,,,,,,276.5,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,356,,,,2.3600,,,,,,,276.6,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,359,,,,2.3800,,,,,,,276.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,362,,,,2.4000,,,,,,,277.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,365,,,,2.4200,,,,,,,277.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,368,,,,2.4400,,,,,,,277.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,371,,,,2.4600,,,,,,,277.5,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,374,,,,2.4800,,,,,,,277.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,377,,,,2.5000,,,,,,,277.8,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,380,,,,2.5200,,,,,,,278.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,383,,,,2.5400,,,,,,,278.1,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,386,,,,2.5600,,,,,,,278.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,389,,,,2.5800,,,,,,,278.5,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,392,,,,2.6000,,,,,,,278.6,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,395,,,,2.6200,,,,,,,278.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,398,,,,2.6400,,,,,,,278.9,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,402,,,,2.6600,,,,,,,279.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,404,,,,2.6800,,,,,,,279.2,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,408,,,,2.7000,,,,,,,279.3,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,411,,,,2.7200,,,,,,,279.5,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,414,,,,2.7400,,,,,,,279.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,417,,,,2.7600,,,,,,,279.9,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,420,,,,2.7800,,,,,,,280.0,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,423,,,,2.8000,,,,,,,280.1,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,280.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,280.4,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,432,,,,2.8600,,,,,,,280.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,435,,,,2.8800,,,,,,,280.7,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,280.8,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,441,,,,2.9200,,,,,,,281.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,444,,,,2.9400,,,,,,,281.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,281.3,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,450,,,,2.9800,,,,,,,281.4,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,281.5,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,281.6,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,459,,,,3.0400,,,,,,,281.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,462,,,,3.0600,,,,,,,281.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,465,,,,3.0800,,,,,,,282.0,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,468,,,,3.1000,,,,,,,282.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,471,,,,3.1200,,,,,,,282.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,474,,,,3.1400,,,,,,,282.4,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,477,,,,3.1600,,,,,,,282.5,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,282.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,483,,,,3.2000,,,,,,,282.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,283.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,489,,,,3.2400,,,,,,,283.1,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,283.2,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,495,,,,3.2800,,,,,,,283.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,498,,,,3.3000,,,,,,,283.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,501,,,,3.3200,,,,,,,283.6,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,504,,,,3.3400,,,,,,,283.7,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,507,,,,3.3600,,,,,,,283.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,510,,,,3.3800,,,,,,,284.0,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,513,,,,3.4000,,,,,,,284.0,,,0.0200,,,21.5,,,,,,,0.0,,,,,,,
,516,,,,3.4200,,,,,,,284.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,519,,,,3.4400,,,,,,,284.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,522,,,,3.4600,,,,,,,284.4,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,525,,,,3.4800,,,,,,,284.6,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,528,,,,3.5000,,,,,,,284.7,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,531,,,,3.5200,,,,,,,284.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,534,,,,3.5400,,,,,,,284.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,537,,,,3.5600,,,,,,,285.0,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-41.4,,,,,,,21.0,,,,,,,,,,,,,,,,
,2,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-41.4,,,,,,,21.0,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-41.5,,,,,,,21.0,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-41.6,,,0.0010,,,,21.0,,,-0.1,,,,,,,,,,,,
,2,,,0.0050,,,,,,-41.5,,,0.0040,,,,21.0,,,0.1,,,,,,,,,,,,
,3,,,0.0110,,,,,,-41.4,,,0.0060,,,,21.0,,,0.1,,,,,,,,,,,,
,4,,,0.0195,,,,,,-41.0,,,0.0085,,,,21.0,,,0.4,,,,,,,,,,,,
,5,,,0.0335,,,,,,-40.1,,,0.0140,,,,21.0,,,0.9,,,,,,,,,,,,
,6,,,0.0535,,,,,,-38.4,,,0.0200,,,,21.0,,,1.7,,,,,,,,,,,,
,7,,,0.0775,,,,,,-36.2,,,0.0240,,,,21.0,,,2.2,,,,,,,,,,,,
,8,,,0.1115,,,,,,-32.4,,,0.0340,,,,21.0,,,3.8,,,,,,,,,,,,
,9,,,0.1530,,,,,,-27.5,,,0.0415,,,,21.0,,,4.9,,,,,,,,,,,,
,10,,,0.2040,,,,,,-21.7,,,0.0510,,,,21.0,,,5.8,,,,,,,,,,,,
,11,,,0.2660,,,,,,-15.4,,,0.0620,,,,21.0,,,6.3,,,,,,,,,,,,
,12,,,0.3405,,,,,,-9.7,,,0.0745,,,,21.0,,,5.7,,,,,,,,,,,,
,13,,,0.4170,,,,,,-3.8,,,0.0765,,,,21.0,,,5.9,,,,,,,,,,,,
,14,,,0.5160,,,,,,2.6,,,0.0990,,,,21.0,,,6.4,,,,,,,,,,,,
,15,,,0.6280,,,,,,11.4,,,0.1120,,,,21.0,,,8.8,,,,,,,,,,,,
,16,,,0.7525,,,,,,22.8,,,0.1245,,,,21.0,,,11.4,,,,,,,,,,,,
,17,,,0.8895,,,,,,37.8,,,0.1370,,,,21.0,,,15.0,,,,,,,,,,,,
,18,,,1.0385,,,,,,59.0,,,0.1490,,,,21.0,,,21.2,,,,,,,,,,,,
,19,,,1.1830,,,,,,89.6,,,0.1445,,,,21.0,,,30.6,,,,,,,,,,,,
,20,,,1.3570,,,,,,140.7,,,0.1740,,,,21.0,,,51.1,,,,,,,,,,,,
,21,,,1.3915,,,,,,193.7,,,0.0345,,,,21.0,,,53.0,,,,,,,,,,,,
,22,,,1.3915,,,,,,208.4,,,0.0000,,,,21.0,,,14.7,,,,,,,,,,,,
,23,,,1.3920,,,,,,211.2,,,0.0005,,,,21.0,,,2.8,,,,,,,,,,,,
,24,,,1.3945,,,,,,211.9,,,0.0025,,,,21.0,,,0.7,,,,,,,,,,,,
,25,,,1.3980,,,,,,212.5,,,0.0035,,,,21.0,,,0.6,,,,,,,,,,,,
,26,,,1.4040,,,,,,213.0,,,0.0060,,,,21.0,,,0.5,,,,,,,,,,,,
,27,,,1.4120,,,,,,213.8,,,0.0080,,,,21.0,,,0.8,,,,,,,,,,,,
,28,,,1.4235,,,,,,214.7,,,0.0115,,,,21.0,,,0.9,,,,,,,,,,,,
,29,,,1.4385,,,,,,215.9,,,0.0150,,,,21.0,,,1.2,,,,,,,,,,,,
,30,,,1.4555,,,,,,217.2,,,0.0170,,,,21.0,,,1.3,,,,,,,,,,,,
,31,,,1.4720,,,,,,219.0,,,0.0165,,,,21.0,,,1.8,,,,,,,,,,,,
,32,,,1.4865,,,,,,220.3,,,0.0145,,,,21.0,,,1.3,,,,,,,,,,,,
,33,,,1.4980,,,,,,221.6,,,0.0115,,,,21.0,,,1.3,,,,,,,,,,,,
,34,,,1.5100,,,,,,222.5,,,0.0120,,,,21.0,,,0.9,,,,,,,,,,,,
,35,,,1.5230,,,,,,223.5,,,0.0130,,,,21.0,,,1.0,,,,,,,,,,,,
,36,,,1.5365,,,,,,224.3,,,0.0135,,,,21.0,,,0.8,,,,,,,,,,,,
,37,,,1.5490,,,,,,225.3,,,0.0125,,,,21.0,,,1.0,,,,,,,,,,,,
,38,,,1.5585,,,,,,226.0,,,0.0095,,,,21.0,,,0.7,,,,,,,,,,,,
,39,,,1.5665,,,,,,226.7,,,0.0080,,,,21.0,,,0.7,,,,,,,,,,,,
,40,,,1.5745,,,,,,227.1,,,0.0080,,,,21.0,,,0.4,,,,,,,,,,,,
,41,,,1.5835,,,,,,227.5,,,0.0090,,,,21.0,,,0.4,,,,,,,,,,,,
,42,,,1.5935,,,,,,228.1,,,0.0100,,,,21.0,,,0.6,,,,,,,,,,,,
,43,,,1.6000,,,,,,228.6,,,0.0065,,,,21.0,,,0.5,,,,,,,,,,,,
,44,,,1.6045,,,,,,229.0,,,0.0045,,,,21.0,,,0.4,,,,,,,,,,,,
,45,,,1.6080,,,,,,229.3,,,0.0035,,,,21.0,,,0.3,,,,,,,,,,,,
,46,,,1.6115,,,,,,229.5,,,0.0035,,,,21.0,,,0.2,,,,,,,,,,,,
,47,,,1.6155,,,,,,229.8,,,0.0040,,,,21.0,,,0.3,,,,,,,,,,,,
,48,,,1.6210,,,,,,230.1,,,0.0055,,,,21.0,,,0.3,,,,,,,,,,,,
,49,,,1.6240,,,,,,230.3,,,0.0030,,,,21.0,,,0.2,,,,,,,,,,,,
,50,,,1.6265,,,,,,230.5,,,0.0025,,,,21.0,,,0.2,,,,,,,,,,,,
,51,,,1.6290,,,,,,230.7,,,0.0025,,,,21.0,,,0.2,,,,,,,,,,,,
,52,,,1.6315,,,,,,230.8,,,0.0025,,,,21.0,,,0.1,,,,,,,,,,,,
,53,,,1.6340,,,,,,231.0,,,0.0025,,,,21.0,,,0.2,,,,,,,,,,,,
,54,,,1.6355,,,,,,231.1,,,0.0015,,,,21.0,,,0.1,,,,,,,,,,,,
,55,,,1.6385,,,,,,231.2,,,0.0030,,,,21.0,,,0.1,,,,,,,,,,,,
,56,,,1.6410,,,,,,231.3,,,0.0025,,,,21.0,,,0.1,,,,,,,,,,,,
,57,,,1.6430,,,,,,231.5,,,0.0020,,,,21.0,,,0.2,,,,,,,,,,,,
,58,,,1.6455,,,,,,231.7,,,0.0025,,,,21.0,,,0.2,,,,,,,,,,,,
,59,,,1.6485,,,,,,231.8,,,0.0030,,,,21.0,,,0.1,,,,,,,,,,,,
,60,,,1.6510,,,,,,231.9,,,0.0025,,,,21.0,,,0.1,,,,,,,,,,,,
,,,,1.651750,,,,,,232.0,,,,,,,,,,,,,,,,,EP,,,,,
,61,,,1.6525,,,,,,232.1,,,0.0015,,,,21.0,,,0.2,,,,,,,,,,,,
,62,,,1.6525,,,,,,232.1,,,0.0000,,,,21.0,,,0.0,,,,,,,,,,,,
,63,,,1.6525,,,,,,232.2,,,0.0000,,,,21.0,,,0.1,,,,,,,,,,,,
,64,,,1.6525,,,,,,232.2,,,0.0000,,,,21.0,,,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 6/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,232.7,,,,,,21.3,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,233.6,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,6,,,,0.0400,,,,,,,234.5,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,9,,,,0.0600,,,,,,,235.4,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,12,,,,0.0800,,,,,,,236.4,,,0.0200,,,21.3,,,,,,,1.0,,,,,,,
,15,,,,0.1000,,,,,,,237.2,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,18,,,,0.1200,,,,,,,238.1,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,21,,,,0.1400,,,,,,,238.9,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,24,,,,0.1600,,,,,,,239.6,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,27,,,,0.1800,,,,,,,240.4,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,241.1,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,33,,,,0.2200,,,,,,,241.9,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,242.6,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,243.2,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,42,,,,0.2800,,,,,,,243.9,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,45,,,,0.3000,,,,,,,244.6,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,48,,,,0.3200,,,,,,,245.2,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,51,,,,0.3400,,,,,,,245.8,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,246.4,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,57,,,,0.3800,,,,,,,246.9,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,60,,,,0.4000,,,,,,,247.5,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,64,,,,0.4200,,,,,,,248.1,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,66,,,,0.4400,,,,,,,248.6,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,70,,,,0.4600,,,,,,,249.1,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,72,,,,0.4800,,,,,,,249.7,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,76,,,,0.5000,,,,,,,250.3,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,78,,,,0.5200,,,,,,,250.7,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,82,,,,0.5400,,,,,,,251.2,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,85,,,,0.5600,,,,,,,251.6,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,88,,,,0.5800,,,,,,,252.1,,,0.0200,,,21.4,,,,,,,0.5,,,,,,,
,91,,,,0.6000,,,,,,,252.6,,,0.0200,,,21.4,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,253.0,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,97,,,,0.6400,,,,,,,253.4,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,100,,,,0.6600,,,,,,,254.0,,,0.0200,,,21.4,,,,,,,0.6,,,,,,,
,103,,,,0.6800,,,,,,,254.4,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,106,,,,0.7000,,,,,,,254.8,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,109,,,,0.7200,,,,,,,255.2,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,255.7,,,0.0200,,,21.4,,,,,,,0.5,,,,,,,
,115,,,,0.7600,,,,,,,256.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,118,,,,0.7800,,,,,,,256.4,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,256.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,124,,,,0.8200,,,,,,,257.2,,,0.0200,,,21.4,,,,,,,0.5,,,,,,,
,127,,,,0.8400,,,,,,,257.6,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,258.0,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,258.4,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,136,,,,0.9000,,,,,,,258.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,139,,,,0.9200,,,,,,,259.1,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,142,,,,0.9400,,,,,,,259.4,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,145,,,,0.9600,,,,,,,259.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,260.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,151,,,,1.0000,,,,,,,260.4,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,154,,,,1.0200,,,,,,,260.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,157,,,,1.0400,,,,,,,261.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,261.3,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,261.7,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,166,,,,1.1000,,,,,,,262.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,169,,,,1.1200,,,,,,,262.3,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,262.6,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,262.9,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,263.2,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,181,,,,1.2000,,,,,,,263.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,184,,,,1.2200,,,,,,,263.8,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,187,,,,1.2400,,,,,,,264.1,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,264.4,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,264.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,196,,,,1.3000,,,,,,,264.9,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,199,,,,1.3200,,,,,,,265.2,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,202,,,,1.3400,,,,,,,265.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,205,,,,1.3600,,,,,,,265.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,266.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,211,,,,1.4000,,,,,,,266.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,214,,,,1.4200,,,,,,,266.5,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,217,,,,1.4400,,,,,,,266.8,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,220,,,,1.4600,,,,,,,267.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,223,,,,1.4800,,,,,,,267.3,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
